revenue_id,order_id,payment_date,amount_paid_usd,payment_status,refund_amount_usd
AMA-R11943,AMA-O14911,2023-05-25,898.78,Pending,126.6
AMA-R11012,AMA-O7885,04-Dec-2023,140.19,Paid,41.22
AMA-R18573,AMA-O8623,06/14/2025,51.45,Paid,51.45
AMA-R12020,AMA-O13996,05/21/2023,124.5,Paid,124.5
AMA-R13928,AMA-O9676,01/24/2025,213.15,Refunded,0.0
AMA-R15068,AMA-O5130,08/30/2023,84.46,Paid,0.0
AMA-R10668,AMA-O10688,2024-01-19,224.9,Paid,0.0
AMA-R13041,AMA-O12310,10/17/2025,1467.08,Paid,1467.08
AMA-R16303,AMA-O6622,26-Jul-2024,99.96,Pending,0.0
AMA-R13769,AMA-O11667,2024-08-12,13.36,Paid,0.0
AMA-R9383,AMA-O8249,23-Sep-2023,334.76,Paid,334.76
AMA-R12645,AMA-O13979,02/14/2025,133.8,Paid,0.0
AMA-R9425,AMA-O6907,07/31/2024,742.16,Paid,0.0
AMA-R15108,AMA-O7699,2023-02-18,679.02,Paid,0.0
AMA-R12194,AMA-O6040,13-Jul-2024,439.66,Paid,0.0
AMA-R17305,AMA-O7074,06/26/2023,273.7,Paid,0.0
AMA-R9183,AMA-O14222,24-May-2023,2148.15,Refunded,0.0
AMA-R10413,AMA-O5105,19-Nov-2023,653.07,Refunded,0.0
AMA-R10539,AMA-O13656,2023-08-12,98.98,Paid,32.16
AMA-R14595,AMA-O9730,26-Aug-2024,,Paid,0.0
AMA-R16890,AMA-O11962,2024-02-15,85.07,Paid,0.0
AMA-R18461,AMA-O11901,13-Sep-2025,50.32,Paid,50.32
AMA-R15366,AMA-O14986,09-Jan-2023,573.48,Paid,0.0
AMA-R15535,AMA-O9436,03/06/2025,138.25,Paid,0.0
AMA-R15644,AMA-O12113,11/01/2023,,Paid,0.0
AMA-R18343,AMA-O5317,25-May-2023,381.72,Paid,0.0
AMA-R10107,AMA-O6691,2024-04-29,18.1,Paid,18.1
AMA-R13242,AMA-O6737,24-Mar-2023,55.98,Paid,0.0
AMA-R15162,AMA-O10907,2023-02-08,31.47,Paid,0.0
AMA-R11022,AMA-O14570,31-Mar-2023,100.46,Paid,0.0
AMA-R11575,AMA-O7065,2024-03-31,27.94,Paid,0.0
AMA-R14590,AMA-O8471,08-Apr-2025,215.28,Paid,0.0
AMA-R13387,AMA-O7445,08/12/2024,85.73,Paid,0.0
AMA-R16451,AMA-O5480,01/15/2024,,Paid,0.0
AMA-R11073,AMA-O10781,30-Mar-2024,144.48,Paid,18.0
AMA-R11340,AMA-O6904,2024-12-28,47.37,Paid,0.0
AMA-R9929,AMA-O13527,01-Sep-2025,169.85,Paid,0.0
AMA-R18230,AMA-O10254,10/08/2025,554.01,Pending,0.0
AMA-R10289,AMA-O6930,01/08/2024,191.46,Paid,0.0
AMA-R13508,AMA-O10258,03-Aug-2025,347.72,Refunded,0.0
AMA-R9177,AMA-O14237,12-Jul-2023,20.7,Pending,0.0
AMA-R14681,AMA-O6050,2023-07-21,45.08,Paid,0.0
AMA-R9515,AMA-O10676,02/15/2025,50.66,Paid,0.0
AMA-R13262,AMA-O9186,04/25/2024,1708.35,Paid,0.0
AMA-R18480,AMA-O11035,17-Oct-2025,106.89,Paid,106.89
AMA-R13018,AMA-O9154,2025-05-10,279.3,Paid,279.3
AMA-R18380,AMA-O5976,08-Apr-2025,197.4,Pending,0.0
AMA-R12103,AMA-O11186,05-May-2024,213.68,Pending,0.0
AMA-R16253,AMA-O5278,07/27/2024,44.31,Paid,0.0
AMA-R12367,AMA-O11877,2023-02-13,320.25,Paid,0.0
AMA-R17372,AMA-O7271,04/01/2023,88.56,Paid,0.0
AMA-R12064,AMA-O13719,16-May-2025,202.3,Refunded,0.0
AMA-R15523,AMA-O8893,2025-09-18,2996.35,Paid,0.0
AMA-R10876,AMA-O11326,2024-04-12,62.85,Refunded,0.0
AMA-R12804,AMA-O7747,2023-06-08,117.87,Paid,0.0
AMA-R9353,AMA-O9527,07/19/2024,83.36,Paid,0.0
AMA-R17325,AMA-O6856,2025-07-09,76.52,Paid,0.0
AMA-R14474,AMA-O7629,2024-11-05,77.34,Paid,0.0
AMA-R16793,AMA-O11420,13-May-2024,849.88,Paid,0.0
AMA-R14566,AMA-O7804,10/27/2023,2675.55,Paid,0.0
AMA-R17703,AMA-O13669,04/07/2025,898.5,Paid,0.0
AMA-R12277,AMA-O13965,05/22/2025,1195.8,Refunded,0.0
AMA-R15344,AMA-O13627,27-Jan-2025,97.56,Paid,0.0
AMA-R15143,AMA-O7737,25-Sep-2023,402.76,Paid,0.0
AMA-R15793,AMA-O8666,24-Feb-2023,45.34,Paid,0.0
AMA-R11290,AMA-O10082,11/02/2023,154.45,Paid,0.0
AMA-R14232,AMA-O8563,2024-06-15,260.13,Refunded,0.0
AMA-R12101,AMA-O14195,29-Apr-2025,1121.15,Paid,0.0
AMA-R9713,AMA-O10610,01/04/2025,219.55,Pending,0.0
AMA-R11163,AMA-O9812,08/31/2025,49.05,Paid,0.0
AMA-R11619,AMA-O14807,01/16/2024,143.56,Paid,0.0
AMA-R17896,AMA-O5896,2024-02-05,93.95,Paid,0.0
AMA-R10326,AMA-O5867,10-Oct-2025,776.74,Paid,776.74
AMA-R10211,AMA-O6001,08/12/2025,442.85,Paid,0.0
AMA-R17742,AMA-O8954,11/14/2024,,Paid,0.0
AMA-R12153,AMA-O12851,02/16/2023,217.44,Paid,0.0
AMA-R10190,AMA-O8619,05/08/2023,243.46,Paid,0.0
AMA-R15072,AMA-O11826,30-Jan-2024,25.97,Paid,7.52
AMA-R10577,AMA-O11128,09-Oct-2024,249.86,Paid,249.86
AMA-R10742,AMA-O8372,2023-04-04,180.52,Paid,0.0
AMA-R11790,AMA-O11845,26-Jan-2025,190.1,Refunded,0.0
AMA-R13986,AMA-O6093,05/24/2023,105.92,Paid,0.0
AMA-R15083,AMA-O8227,22-Apr-2025,389.95,Paid,0.0
AMA-R10578,AMA-O10550,11/05/2023,3935.1,Paid,0.0
AMA-R12471,AMA-O14522,2023-01-26,41.64,Refunded,18.82
AMA-R9690,AMA-O14751,05/09/2024,197.92,Paid,0.0
AMA-R15154,AMA-O13301,14-Nov-2025,20.99,Pending,0.0
AMA-R15700,AMA-O9375,20-May-2024,466.75,Pending,0.0
AMA-R12617,AMA-O5004,05/03/2023,247.92,Paid,0.0
AMA-R18119,AMA-O11276,12/29/2023,15.82,Paid,0.0
AMA-R11302,AMA-O5058,27-Dec-2025,,Paid,0.0
AMA-R18125,AMA-O8142,11/18/2023,86.8,Paid,0.0
AMA-R14381,AMA-O9095,31-Oct-2025,587.24,Paid,0.0
AMA-R9559,AMA-O5093,22-Oct-2024,435.25,Pending,0.0
AMA-R10711,AMA-O13887,12/25/2023,220.44,Paid,0.0
AMA-R12770,AMA-O9217,31-Dec-2025,67.28,Paid,0.0
AMA-R18366,AMA-O10753,02-Jan-2024,110.0,Paid,110.0
AMA-R17439,AMA-O5493,2025-07-04,1082.12,Paid,0.0
AMA-R16807,AMA-O13197,2023-10-04,536.45,Paid,0.0
AMA-R13369,AMA-O5654,2025-08-18,75.1,Refunded,0.0
AMA-R17762,AMA-O6356,19-Feb-2024,527.95,Refunded,0.0
AMA-R15810,AMA-O8370,04-Aug-2024,522.13,Paid,0.0
AMA-R13852,AMA-O10062,06/13/2023,40.06,Paid,0.0
AMA-R17613,AMA-O9037,08-Dec-2024,14.5,Paid,0.0
AMA-R13071,AMA-O5647,2025-09-01,70.49,Refunded,0.0
AMA-R18246,AMA-O9496,2024-08-16,228.72,Paid,0.0
AMA-R14522,AMA-O5226,06/19/2025,156.56,Paid,0.0
AMA-R13315,AMA-O6249,2024-03-12,52.25,Paid,0.0
AMA-R13276,AMA-O6630,18-Nov-2023,2322.56,Paid,0.0
AMA-R16991,AMA-O6254,07-Dec-2025,28.93,Paid,0.0
AMA-R14591,AMA-O8836,09/19/2024,321.2,Paid,0.0
AMA-R14483,AMA-O5785,01/10/2025,1091.85,Paid,1091.85
AMA-R12007,AMA-O9279,2024-06-01,105.24,Refunded,0.0
AMA-R14691,AMA-O5362,21-Sep-2025,85.9,Refunded,0.0
AMA-R14330,AMA-O11543,02-May-2024,159.45,Paid,159.45
AMA-R11600,AMA-O7265,03/20/2023,98.7,Paid,0.0
AMA-R14567,AMA-O8245,03/30/2025,64.23,Refunded,0.0
AMA-R12050,AMA-O11648,2024-08-10,5.43,Paid,0.0
AMA-R18481,AMA-O14544,06-Apr-2023,222.18,Paid,0.0
AMA-R16431,AMA-O13128,2023-01-24,122.46,Refunded,0.0
AMA-R13426,AMA-O8054,2025-08-31,893.22,Paid,893.22
AMA-R18337,AMA-O6550,07/06/2024,110.68,Paid,0.0
AMA-R12946,AMA-O11965,01/01/2025,592.56,Paid,0.0
AMA-R10573,AMA-O10672,06-Feb-2023,843.05,Paid,0.0
AMA-R11335,AMA-O14054,2024-06-30,371.88,Paid,0.0
AMA-R11961,AMA-O12946,24-Dec-2023,2823.7,Paid,0.0
AMA-R15946,AMA-O6588,01-Nov-2024,63.18,Paid,0.0
AMA-R10631,AMA-O14642,2023-02-10,144.28,Paid,0.0
AMA-R11865,AMA-O12551,07-Nov-2023,187.95,Paid,0.0
AMA-R12121,AMA-O11596,01/14/2023,109.05,Paid,109.05
AMA-R15510,AMA-O7554,14-Jan-2024,51.63,Paid,0.0
AMA-R12744,AMA-O13425,02/05/2025,,Paid,0.0
AMA-R10299,AMA-O8136,2025-04-01,,Paid,0.0
AMA-R9650,AMA-O9412,07-May-2025,48.57,Paid,0.0
AMA-R9273,AMA-O10150,04-Feb-2023,24.65,Paid,0.0
AMA-R15042,AMA-O7897,20-May-2024,259.97,Pending,0.0
AMA-R13013,AMA-O11377,2025-06-25,54.72,Paid,0.0
AMA-R13776,AMA-O7214,2025-03-11,64.48,Refunded,0.0
AMA-R18419,AMA-O6937,24-Nov-2025,75.06,Paid,0.0
AMA-R12353,AMA-O6366,11-Mar-2025,171.6,Paid,0.0
AMA-R18143,AMA-O14305,08-Jul-2023,257.4,Paid,0.0
AMA-R15672,AMA-O14706,2024-01-11,3919.25,Paid,0.0
AMA-R17805,AMA-O9104,17-Aug-2025,4.77,Paid,0.0
AMA-R15260,AMA-O13659,02/12/2023,51.54,Paid,0.0
AMA-R9503,AMA-O5266,2024-03-18,14.04,Paid,0.0
AMA-R14952,AMA-O6216,08/07/2023,198.84,Paid,0.0
AMA-R10335,AMA-O11674,04-Jan-2023,136.68,Paid,0.0
AMA-R16580,AMA-O10301,10/04/2023,3046.6,Paid,0.0
AMA-R14214,AMA-O7290,01/28/2023,17.79,Paid,0.0
AMA-R12697,AMA-O10801,2024-06-10,377.84,Paid,0.0
AMA-R18604,AMA-O6493,2023-03-09,216.19,Refunded,0.0
AMA-R15031,AMA-O12476,12/13/2024,51.6,Paid,0.0
AMA-R14661,AMA-O5481,25-Aug-2023,878.25,Refunded,0.0
AMA-R17182,AMA-O13347,09/30/2024,405.04,Paid,0.0
AMA-R13490,AMA-O5236,2024-12-02,770.69,Paid,770.69
AMA-R10971,AMA-O13151,02/17/2023,11.5,Paid,0.0
AMA-R17156,AMA-O5269,11/01/2023,196.12,Paid,0.0
AMA-R18657,AMA-O13431,05-Apr-2025,119.22,Paid,0.0
AMA-R18530,AMA-O11725,15-Nov-2024,82.56,Paid,0.0
AMA-R18100,AMA-O10750,2024-05-04,62.95,Paid,9.44
AMA-R12491,AMA-O13442,31-Dec-2024,85.59,Paid,85.59
AMA-R13997,AMA-O11374,2025-08-20,69.8,Paid,0.0
AMA-R11003,AMA-O9043,25-Jul-2024,34.14,Paid,0.0
AMA-R17615,AMA-O14526,15-Jan-2025,191.85,Paid,0.0
AMA-R16766,AMA-O7976,2025-03-03,2050.68,Refunded,0.0
AMA-R15675,AMA-O13923,03/09/2023,190.38,Paid,0.0
AMA-R12157,AMA-O12454,2025-12-17,263.25,Paid,263.25
AMA-R9552,AMA-O8154,2023-06-19,5.77,Refunded,0.0
AMA-R11105,AMA-O9941,09-Apr-2025,84.36,Paid,0.0
AMA-R15894,AMA-O12902,10-Oct-2025,63.03,Paid,0.0
AMA-R11602,AMA-O12014,25-Dec-2023,118.36,Paid,118.36
AMA-R15698,AMA-O13927,2024-12-28,88.15,Paid,0.0
AMA-R11531,AMA-O5049,2025-05-10,431.2,Paid,0.0
AMA-R11640,AMA-O12663,31-May-2025,236.24,Paid,0.0
AMA-R16997,AMA-O7138,11-Oct-2023,32.04,Paid,0.0
AMA-R11774,AMA-O14623,07-Aug-2024,52.39,Paid,0.0
AMA-R18170,AMA-O10458,12/21/2025,379.4,Paid,0.0
AMA-R18161,AMA-O6847,2023-12-17,,Paid,0.0
AMA-R9453,AMA-O14458,05-Apr-2025,152.8,Paid,0.0
AMA-R14734,AMA-O8329,10/10/2024,23.23,Refunded,0.0
AMA-R13523,AMA-O13448,2023-01-04,91.72,Refunded,0.0
AMA-R9574,AMA-O7983,2023-06-10,316.97,Paid,0.0
AMA-R16973,AMA-O6583,2025-09-16,113.6,Pending,0.0
AMA-R16041,AMA-O8772,06/16/2024,91.0,Paid,0.0
AMA-R16624,AMA-O13183,30-Sep-2023,395.45,Paid,0.0
AMA-R14916,AMA-O7864,07/10/2025,30.35,Paid,0.0
AMA-R18304,AMA-O13682,29-Nov-2024,14.4,Paid,0.0
AMA-R13938,AMA-O9224,11-Oct-2023,18.46,Paid,0.0
AMA-R16649,AMA-O13141,10/07/2023,21.01,Paid,0.0
AMA-R14738,AMA-O7346,2023-05-19,1420.72,Paid,0.0
AMA-R16057,AMA-O7261,29-Aug-2024,41.14,Paid,0.0
AMA-R13356,AMA-O11405,15-May-2023,57.14,Paid,0.0
AMA-R10881,AMA-O11672,2023-05-05,173.58,Paid,173.58
AMA-R15008,AMA-O14711,23-Jun-2024,185.8,Paid,0.0
AMA-R16672,AMA-O8436,12/20/2023,2194.44,Paid,0.0
AMA-R12807,AMA-O7039,2025-07-06,464.72,Paid,464.72
AMA-R14313,AMA-O14445,09/08/2024,112.75,Refunded,0.0
AMA-R12497,AMA-O13787,2024-11-04,190.1,Pending,0.0
AMA-R15188,AMA-O8857,03-Nov-2024,1102.45,Paid,0.0
AMA-R11244,AMA-O8217,2023-12-25,532.2,Paid,532.2
AMA-R9350,AMA-O13453,15-Dec-2024,67.08,Paid,0.0
AMA-R12843,AMA-O10840,06/01/2025,232.48,Paid,232.48
AMA-R16174,AMA-O12351,10/29/2023,333.85,Paid,0.0
AMA-R13376,AMA-O6574,2023-04-18,115.7,Paid,0.0
AMA-R14500,AMA-O7195,18-Dec-2024,737.6,Paid,737.6
AMA-R10004,AMA-O7641,2023-08-20,441.54,Paid,0.0
AMA-R16974,AMA-O8449,11/19/2023,80.86,Paid,80.86
AMA-R13978,AMA-O7326,2023-11-30,224.75,Paid,0.0
AMA-R18387,AMA-O13045,2023-06-11,425.9,Paid,0.0
AMA-R10773,AMA-O7177,2024-09-06,28.26,Paid,0.0
AMA-R9190,AMA-O6411,05/02/2023,,Paid,0.0
AMA-R10062,AMA-O8137,02/28/2025,322.47,Refunded,144.67
AMA-R16154,AMA-O11959,22-Jun-2024,31.59,Paid,0.0
AMA-R14792,AMA-O14003,05/04/2024,13.7,Paid,0.0
AMA-R9460,AMA-O6516,01-Mar-2023,39.45,Paid,39.45
AMA-R16860,AMA-O13639,21-Nov-2024,109.86,Paid,0.0
AMA-R14211,AMA-O11675,06/02/2025,152.96,Paid,0.0
AMA-R9606,AMA-O10674,30-Jul-2025,208.84,Paid,0.0
AMA-R15484,AMA-O7848,19-Mar-2025,2180.4,Paid,0.0
AMA-R15302,AMA-O11022,2023-10-24,45.95,Paid,0.0
AMA-R16381,AMA-O8989,01/27/2024,32.83,Paid,0.0
AMA-R15699,AMA-O7599,20-Feb-2024,726.25,Paid,0.0
AMA-R10777,AMA-O5697,09/27/2025,584.76,Refunded,0.0
AMA-R10993,AMA-O10891,05/04/2024,29.37,Paid,0.0
AMA-R17321,AMA-O5809,05/06/2024,12.32,Paid,0.0
AMA-R13686,AMA-O8418,12/25/2024,345.76,Paid,0.0
AMA-R13142,AMA-O9954,17-Oct-2023,1228.4,Paid,0.0
AMA-R12273,AMA-O8319,29-Mar-2025,268.7,Paid,0.0
AMA-R10229,AMA-O7815,2023-05-26,281.34,Paid,281.34
AMA-R15552,AMA-O9684,2023-02-19,241.51,Paid,0.0
AMA-R13630,AMA-O7501,2025-03-30,212.31,Paid,0.0
AMA-R14742,AMA-O6332,2025-08-26,50.2,Pending,0.0
AMA-R10385,AMA-O5956,2023-06-26,15.47,Paid,0.0
AMA-R11898,AMA-O10323,27-May-2024,1119.64,Refunded,0.0
AMA-R17375,AMA-O7244,11/04/2023,340.52,Paid,0.0
AMA-R17462,AMA-O5171,01-Sep-2025,533.16,Refunded,168.79
AMA-R14873,AMA-O11397,04/06/2024,41.76,Paid,0.0
AMA-R16636,AMA-O6017,2024-04-19,126.96,Paid,0.0
AMA-R12859,AMA-O9457,01/11/2025,1923.95,Paid,1923.95
AMA-R16966,AMA-O8683,06/22/2024,45.37,Paid,14.12
AMA-R17088,AMA-O9583,05/03/2025,227.3,Paid,106.02
AMA-R14589,AMA-O14271,06/25/2025,222.4,Paid,0.0
AMA-R14737,AMA-O8658,21-Dec-2024,374.18,Refunded,0.0
AMA-R17806,AMA-O8153,2025-08-10,172.36,Paid,0.0
AMA-R15425,AMA-O8261,23-Mar-2024,36.84,Paid,0.0
AMA-R17199,AMA-O13976,06/02/2023,109.0,Paid,0.0
AMA-R12288,AMA-O14898,12/02/2024,313.04,Paid,0.0
AMA-R16888,AMA-O8410,08/12/2024,303.2,Refunded,0.0
AMA-R17690,AMA-O10018,26-Nov-2025,276.72,Paid,276.72
AMA-R12734,AMA-O12168,12-Mar-2025,414.85,Pending,0.0
AMA-R17322,AMA-O8496,03-Aug-2023,483.85,Paid,0.0
AMA-R13871,AMA-O12469,11/30/2024,,Pending,0.0
AMA-R10220,AMA-O12329,22-Apr-2023,200.24,Paid,0.0
AMA-R11687,AMA-O7345,2025-01-23,84.49,Refunded,0.0
AMA-R12224,AMA-O10554,06/10/2023,119.13,Paid,119.13
AMA-R10812,AMA-O5389,03/28/2024,87.51,Pending,0.0
AMA-R10364,AMA-O7304,04/09/2024,590.15,Paid,0.0
AMA-R15739,AMA-O12971,03/29/2024,106.0,Paid,0.0
AMA-R17898,AMA-O7545,2023-11-10,59.98,Paid,0.0
AMA-R17162,AMA-O14947,2023-11-10,153.69,Paid,0.0
AMA-R12895,AMA-O5807,05-Feb-2025,212.82,Paid,0.0
AMA-R10938,AMA-O7807,2024-09-14,114.24,Paid,0.0
AMA-R10091,AMA-O8285,2024-04-11,60.08,Paid,0.0
AMA-R17211,AMA-O13247,2023-12-23,,Refunded,0.0
AMA-R13828,AMA-O10450,2025-08-07,582.15,Paid,0.0
AMA-R16907,AMA-O11171,03/13/2025,336.82,Refunded,0.0
AMA-R11905,AMA-O11375,12/18/2024,231.42,Pending,0.0
AMA-R15495,AMA-O12659,09-Jul-2025,166.42,Paid,0.0
AMA-R13763,AMA-O6977,15-Aug-2024,13.04,Paid,13.04
AMA-R13084,AMA-O8115,24-Oct-2024,269.06,Refunded,0.0
AMA-R14629,AMA-O11715,2024-01-28,59.66,Paid,0.0
AMA-R14178,AMA-O10556,07/26/2024,214.45,Paid,0.0
AMA-R12293,AMA-O5042,26-Mar-2025,80.24,Paid,80.24
AMA-R9475,AMA-O8093,07-Nov-2025,,Paid,0.0
AMA-R9196,AMA-O12007,04/05/2025,224.28,Paid,0.0
AMA-R13349,AMA-O13177,11-Jul-2025,79.47,Paid,0.0
AMA-R13989,AMA-O9700,18-Jun-2023,69.36,Paid,0.0
AMA-R15070,AMA-O13597,16-Mar-2024,47.34,Paid,12.48
AMA-R14169,AMA-O6287,02/08/2025,587.52,Paid,0.0
AMA-R10944,AMA-O13802,24-Dec-2024,304.62,Pending,0.0
AMA-R18580,AMA-O11818,12/22/2025,1145.2,Paid,1145.2
AMA-R16107,AMA-O12227,10/27/2024,679.4,Paid,0.0
AMA-R16614,AMA-O13007,07-Dec-2024,92.33,Paid,0.0
AMA-R12786,AMA-O7188,12/01/2023,197.01,Paid,0.0
AMA-R16315,AMA-O7002,2024-02-14,37.26,Paid,37.26
AMA-R11728,AMA-O13664,11/15/2023,164.85,Paid,0.0
AMA-R10568,AMA-O5249,02-Aug-2025,113.75,Paid,0.0
AMA-R17147,AMA-O12166,20-Jan-2023,43.14,Paid,0.0
AMA-R9281,AMA-O7561,2023-07-14,360.44,Refunded,0.0
AMA-R12873,AMA-O8025,09/14/2024,680.1,Paid,0.0
AMA-R12551,AMA-O11237,15-Dec-2025,71.82,Pending,0.0
AMA-R10235,AMA-O6450,17-Jun-2025,137.48,Paid,0.0
AMA-R12217,AMA-O9025,2025-07-11,81.2,Paid,0.0
AMA-R10513,AMA-O8265,2023-01-20,119.84,Paid,0.0
AMA-R16197,AMA-O8351,03/23/2025,138.88,Paid,0.0
AMA-R11625,AMA-O8635,24-Apr-2023,43.75,Paid,43.75
AMA-R11052,AMA-O13723,2025-12-15,76.71,Refunded,0.0
AMA-R16466,AMA-O11369,2025-12-06,1550.8,Paid,0.0
AMA-R12002,AMA-O13472,11/26/2024,52.75,Paid,52.75
AMA-R16787,AMA-O6951,21-Dec-2024,95.19,Paid,0.0
AMA-R9104,AMA-O5461,2023-02-19,259.68,Paid,0.0
AMA-R11521,AMA-O8784,11/05/2023,168.4,Paid,168.4
AMA-R11258,AMA-O8620,2024-12-15,207.36,Refunded,0.0
AMA-R11077,AMA-O6044,07-Mar-2025,37.08,Paid,0.0
AMA-R12051,AMA-O5159,06/20/2025,348.68,Refunded,0.0
AMA-R18219,AMA-O13238,10-Feb-2023,37.68,Refunded,0.0
AMA-R13766,AMA-O6070,12/15/2025,119.02,Paid,57.39
AMA-R17727,AMA-O14583,2023-04-05,602.55,Paid,0.0
AMA-R16828,AMA-O11871,11/04/2025,51.64,Refunded,0.0
AMA-R16443,AMA-O14714,10/16/2025,51.1,Paid,51.1
AMA-R10823,AMA-O6414,06/04/2024,,Paid,0.0
AMA-R17634,AMA-O10442,11/20/2023,113.3,Refunded,0.0
AMA-R14656,AMA-O6547,12-Oct-2024,315.8,Paid,0.0
AMA-R11717,AMA-O6701,03/29/2024,272.92,Paid,0.0
AMA-R13812,AMA-O9520,04-Feb-2024,152.54,Pending,0.0
AMA-R13249,AMA-O12932,12-May-2023,1027.62,Refunded,0.0
AMA-R14888,AMA-O7594,2023-05-15,120.02,Pending,0.0
AMA-R11716,AMA-O9371,10/11/2023,81.15,Paid,0.0
AMA-R14458,AMA-O10988,2023-06-12,14.7,Paid,0.0
AMA-R12892,AMA-O11771,2024-02-22,713.6,Paid,0.0
AMA-R9769,AMA-O14680,11/16/2025,,Paid,184.0
AMA-R9481,AMA-O14482,10/31/2025,155.65,Paid,0.0
AMA-R16024,AMA-O14141,12-Feb-2023,184.92,Paid,0.0
AMA-R14314,AMA-O10885,04-May-2025,109.68,Paid,0.0
AMA-R18192,AMA-O9181,11-Oct-2023,272.37,Paid,272.37
AMA-R18633,AMA-O8548,2024-04-18,,Paid,271.86
AMA-R11406,AMA-O8419,10/03/2025,57.16,Paid,0.0
AMA-R16379,AMA-O6076,07-May-2023,1037.5,Paid,1037.5
AMA-R15074,AMA-O5422,16-Feb-2023,,Paid,0.0
AMA-R12235,AMA-O9762,10-Jun-2025,412.94,Paid,412.94
AMA-R15132,AMA-O8526,09/17/2024,291.55,Paid,0.0
AMA-R17346,AMA-O9931,2023-10-23,102.35,Paid,0.0
AMA-R10514,AMA-O5996,05/14/2023,496.98,Paid,0.0
AMA-R10546,AMA-O5676,2025-09-20,240.03,Paid,240.03
AMA-R11412,AMA-O11496,2025-03-12,21.68,Paid,0.0
AMA-R11883,AMA-O11056,06-Jul-2025,179.56,Paid,0.0
AMA-R11459,AMA-O9924,2025-09-25,29.48,Paid,0.0
AMA-R13212,AMA-O14703,2024-08-10,3856.85,Paid,0.0
AMA-R16651,AMA-O11920,29-Oct-2023,132.4,Paid,132.4
AMA-R9987,AMA-O10637,04-Oct-2025,80.28,Pending,0.0
AMA-R17931,AMA-O8923,20-Dec-2023,39.59,Pending,0.0
AMA-R12746,AMA-O14038,20-Sep-2024,74.36,Paid,0.0
AMA-R12239,AMA-O11836,01-Nov-2025,,Paid,106.03
AMA-R17712,AMA-O8564,23-Jan-2025,172.94,Paid,0.0
AMA-R11581,AMA-O9325,15-May-2024,261.64,Paid,261.64
AMA-R17143,AMA-O5031,07/22/2024,2006.8,Paid,2006.8
AMA-R16818,AMA-O5096,08/27/2025,128.2,Paid,0.0
AMA-R13088,AMA-O12248,2023-07-27,57.48,Paid,57.48
AMA-R15052,AMA-O8366,2023-11-25,,Paid,103.72
AMA-R14998,AMA-O13828,13-Sep-2024,861.48,Paid,0.0
AMA-R14254,AMA-O10074,2025-01-14,106.96,Paid,106.96
AMA-R12514,AMA-O12508,05/03/2023,,Paid,0.0
AMA-R11664,AMA-O6846,21-Apr-2025,171.78,Paid,0.0
AMA-R15225,AMA-O12150,11-Aug-2023,1471.05,Paid,1471.05
AMA-R17196,AMA-O8677,10/11/2025,269.86,Paid,0.0
AMA-R12685,AMA-O9345,15-Jan-2024,152.9,Paid,0.0
AMA-R11157,AMA-O6130,07/27/2025,414.25,Pending,0.0
AMA-R18067,AMA-O13227,13-Mar-2023,469.35,Paid,0.0
AMA-R13081,AMA-O12648,2023-04-14,288.4,Paid,0.0
AMA-R15809,AMA-O6681,12/12/2024,153.1,Paid,153.1
AMA-R16304,AMA-O6054,2024-08-26,111.63,Paid,0.0
AMA-R11431,AMA-O12389,11/26/2024,77.91,Refunded,0.0
AMA-R15389,AMA-O7439,03/03/2024,74.96,Paid,0.0
AMA-R12851,AMA-O10160,24-Jun-2025,123.18,Refunded,0.0
AMA-R16424,AMA-O5088,08/22/2023,28.52,Paid,28.52
AMA-R11697,AMA-O6740,08/21/2024,633.64,Paid,0.0
AMA-R12854,AMA-O13526,03/27/2023,190.8,Paid,190.8
AMA-R13287,AMA-O9607,03/09/2023,947.12,Pending,0.0
AMA-R10363,AMA-O13377,12/22/2024,48.75,Paid,0.0
AMA-R14622,AMA-O12020,2023-03-25,62.28,Paid,0.0
AMA-R10302,AMA-O7753,2023-10-20,,Paid,0.0
AMA-R11928,AMA-O7951,2023-01-15,224.2,Paid,0.0
AMA-R18339,AMA-O10602,06/27/2025,40.92,Pending,0.0
AMA-R11410,AMA-O9195,2025-02-05,358.52,Pending,0.0
AMA-R18162,AMA-O8317,2025-05-06,70.47,Paid,0.0
AMA-R12864,AMA-O12048,14-Apr-2025,95.27,Refunded,0.0
AMA-R18018,AMA-O13123,04/19/2025,93.81,Paid,0.0
AMA-R9379,AMA-O9001,24-Dec-2024,96.28,Paid,0.0
AMA-R17704,AMA-O12437,26-Aug-2023,54.84,Paid,54.84
AMA-R12855,AMA-O10994,20-Nov-2023,217.76,Paid,0.0
AMA-R18483,AMA-O8229,12/28/2024,39.45,Paid,0.0
AMA-R11671,AMA-O14945,2023-07-25,364.53,Paid,0.0
AMA-R17297,AMA-O10925,29-Aug-2023,42.11,Paid,0.0
AMA-R10153,AMA-O10845,24-Jul-2024,85.11,Paid,0.0
AMA-R16088,AMA-O7534,10/31/2025,151.08,Paid,0.0
AMA-R10586,AMA-O11364,02-Apr-2025,210.51,Paid,0.0
AMA-R16721,AMA-O8633,08/30/2023,291.31,Refunded,0.0
AMA-R10192,AMA-O12936,18-Jan-2023,72.2,Paid,0.0
AMA-R9028,AMA-O12889,2024-08-01,6.31,Paid,0.0
AMA-R13703,AMA-O6528,07/20/2023,185.76,Paid,0.0
